"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","Thread-89088","03/10/2023","14:24:15","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	... 4 more
"
"ERROR","Thread-89120","03/10/2023","14:26:41","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
"ERROR","Thread-89154","03/10/2023","14:29:16","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	... 4 more
"
"ERROR","Thread-89512","03/10/2023","14:56:25","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
"ERROR","Thread-89877","03/10/2023","15:26:42","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
"ERROR","Thread-89911","03/10/2023","15:29:17","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	... 4 more
"
"ERROR","Thread-106774","03/11/2023","14:56:26","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
"ERROR","Thread-107140","03/11/2023","15:26:42","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: mkornguth@betterpool.com

	... 4 more
"
"ERROR","Thread-107174","03/11/2023","15:29:18","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: skornguth@hotmail.com

	... 4 more
"
"ERROR","Thread-118716","03/12/2023","08:31:54","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	... 4 more
"
"ERROR","Thread-118779","03/12/2023","08:36:55","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	... 4 more
"
"ERROR","Thread-119501","03/12/2023","09:36:56","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	... 4 more
"
"ERROR","Thread-136817","03/13/2023","09:36:57","mail","554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf
;lucee.runtime.exp.NativeException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	at com.sun.mail.smtp.SMTPTransport.issueSendCommand(SMTPTransport.java:2358)
	at com.sun.mail.smtp.SMTPTransport.finishData(SMTPTransport.java:2110)
	at com.sun.mail.smtp.SMTPTransport.sendMessage(SMTPTransport.java:1316)
	at lucee.runtime.net.smtp.SMTPSender.run(SMTPSender.java:64)
Caused by: com.sun.mail.smtp.SMTPSendFailedException: 554 Message rejected: Email address is not verified. The following identities failed the check in region US-EAST-1: noreply@teams.golf

	... 4 more
"
